X,Y,OBJECTID,ORGID,ORGANIZATI,ADDRESS,CITY,STATE,ZIP,Lon,Lat,GRTYPE
446820.180037682875991,167598.052280478179455,151,PS180,Middlebury Union High School,73 CHARLES AVENUE,MIDDLEBURY,VT,05753,-73.16313653,44.00669412,Secondary
447668.148166473023593,166660.57746360450983,152,PS366,Middlebury Union Middle School #3,48 DEERFIELD LANE,MIDDLEBURY,VT,05753,-73.15247082,43.99831806,Middle
449813.52685647085309,109494.898946365341544,153,PS182,Middletown Springs Elem School,15 SCHOOL HOUSE ROAD,MIDDLETOWN SPR,VT,05757,-73.12038824,43.48397051,Elementary
461896.739923723973334,116428.410632822662592,154,PS183,Mill River US #40,2321 MIDDLE ROAD,NORTH CLARENDON,VT,05759,-72.97151106,43.54708974,Secondary
530220.590483356267214,233681.19474202208221,155,PS184,Millers Run School US #37,3249 VT ROUTE 122,SHEFFIELD,VT,05866,-72.1193256,44.60271555,Elementary
451609.201226143166423,237104.240249209105968,156,PS140,Milton Elementary School,42 HERRICK AVENUE,MILTON,VT,05468,-73.10986774,44.63252648,Elementary
450887.65204147156328,236729.07724086008966,157,PS186,Milton High School,17 REBECCA LANDER DRIVE,MILTON,VT,05468,-73.11892499,44.62910158,Secondary
452489.749578963033855,269932.86376778408885,158,PS187,Missisquoi Valley UHS #7,100 THUNDER BIRD DRIVE,SWANTON,VT,05488,-73.10183196,44.92799359,Secondary
442628.136641778983176,44476.967749811708927,159,PS188,Molly Stark School,181 ORCHARD STREET,BENNINGTON,VT,05201,-73.20246124,42.89823914,Elementary
449002.192711715586483,193975.432657042518258,160,PS189,Monkton Central School,1036 MONKTON ROAD,NO FERRISBURG,VT,05473,-73.13848105,44.24423133,Elementary
490815.301998657174408,265159.452947339043021,161,PS190,Montgomery Elementary School,249 SCHOOL DRIVE,MONTGOMERY CTR,VT,05471,-72.61626283,44.88656524,Elementary
493052.20081674028188,195595.184594551101327,162,PS191,Montpelier High School,5 HIGH SCHOOL DRIVE,MONTPELIER,VT,05602,-72.587009,44.26056,Secondary
441947.963969145901501,43005.884100442752242,163,PS192,Monument Elementary School,66 MAIN STREET,BENNINGTON,VT,05201,-73.21063661,42.88494609,Elementary
479026.689379678107798,194179.233233233913779,164,PS193,Moretown Elementary School,940 ROUTE 100B,MORETOWN,VT,05660,-72.762596,44.247548,Elementary
493221.823984898626804,229293.431537935510278,165,PS194,Morristown Elem Schools,548 PARK STREET,MORRISVILLE,VT,05661,-72.58532457,44.56383126,Elementary
452470.708042945712805,181879.35366977751255,166,PS195,Mt Abraham UHS #28,220 AIRPORT DRIVE,BRISTOL,VT,05443,-73.09396415,44.1356078,Secondary
443538.754754627123475,43138.332868564873934,167,PS196,Mt Anthony Sr UHS #14,301 PARK STREET EXTENSION,BENNINGTON,VT,05201,-73.19117786,42.88625752,Secondary
443836.391618904657662,45267.231046548113227,168,PS197,Mt Anthony Union Middle School,747 EAST ROAD,BENNINGTON,VT,05201,-73.18774748,42.90544236,Middle
473849.957214856520295,105123.458686294034123,169,PS198,Mt Holly School,150 SCHOOL STREET,MOUNT HOLLY,VT,05758,-72.82305519,43.44584953,Elementary
463265.94811699911952,220801.186538025736809,170,PS199,Mt Mansfield US #17,211 BROWNS TRACE RD,JERICHO,VT,05465,-72.96180168,44.48650446,Secondary
455349.993037627078593,147501.346597760915756,171,PS200,Neshobe School,17 NESHOBE CIRCLE,BRANDON,VT,05733,-73.05509375,43.82639283,Elementary
543542.304799762554467,243481.103487148880959,172,PS201,Newark School,1448 NEWARK STREET,NEWARK,VT,05871,-71.95069314,44.69022034,Elementary
487756.86474780831486,51102.034763982519507,173,PS408,Newbrook Elementary School,14 SCHOOL ROAD,NEWFANE,VT,05345,-72.65005493,42.95993423,Elementary
535242.742936032824218,175521.102655855938792,174,PS202,Newbury Elementary School,214 PULASKI STREET,NEWBURY,VT,05051,-72.05999785,44.07907994,Elementary
524310.303245851770043,271682.790553413331509,175,PS204,Newport City Elem Schools,166 SIAS AVENUE,NEWPORT,VT,05855,-72.1919609,44.94491107,Elementary
515298.259205458685756,272409.954842090606689,176,PS205,Newport Town School,4212 VT ROUTE 105,NEWPORT CENTER,VT,05857,-72.30613084,44.95170551,Elementary
510805.87366527505219,148317.855398520827293,177,PS206,Newton School,243 VT RTE 132,SOUTH STRAFFORD,VT,05070,-72.36564078,43.83501091,Elementary
523419.289357021450996,271845.7491455655545,178,PS208,North Country UHS #22A,209 VETERANS AVE,NEWPORT,VT,05855,-72.20324334,44.94640737,Secondary
529090.133266302756965,272185.942041883245111,179,PS364,North Country Union JR High #22B,57 JUNIOR HIGH DRIVE,DERBY,VT,05829,-72.1313672,44.94925929,Middle
439655.362239010632038,261470.413839902728796,180,PS209,North Hero School,6441 US ROUTE 2,NORTH HERO,VT,05474,-73.26338959,44.85087585,Elementary
462714.369748486205935,124304.516240157186985,181,PS255,Northeast Primary School,117 TEMPLE STREET,RUTLAND,VT,05701,-72.96193528,43.61802067,Elementary
487035.044459136202931,183825.215303590521216,182,PS210,Northfield Elementary School,10 CROSS STREET,NORTHFIELD,VT,05663,-72.66207238,44.15454961,Elementary
487113.610603209584951,183732.277703503146768,183,PS211,Northfield Middle/High School,"37 CROSS STREET, UNIT 2+3",NORTHFIELD,VT,05663,-72.66108797,44.15371457,Secondary
460338.854738273657858,123719.726351613178849,184,PS256,Northwest Primary School,80 PIERPOINT AVENUE,RUTLAND,VT,05701,-72.99132188,43.61263456,Elementary
495247.915634784847498,37785.395391579717398,185,PS383,Oak Grove School,15 MORELAND AVENUE,BRATTLEBORO,VT,05301,-72.5581301,42.84014187,Elementary
507696.839038379490376,183218.285639025270939,186,PS215,Orange Center School,357 US ROUTE 302,EAST BARRE,VT,05649,-72.40379207,44.1491617,Elementary
443686.104258764535189,215753.501541325822473,187,PS216,Orchard School,2 BALDWIN AVENUE,SO BURLINGTON,VT,05403-7316,-73.20738526,44.4398209,Elementary
523981.650189545936882,256696.191115455701947,188,PS217,Orleans Elementary School,53 SCHOOL STREET,ORLEANS,VT,05860,-72.19683422,44.81006209,Elementary
435695.089851322583854,145235.358755649998784,189,PS218,Orwell Village School,494 MAIN STREET,ORWELL,VT,05760,-73.29915373,43.80455177,Elementary
506710.881277460604906,127699.879187319427729,190,PS380,Ottauquechee School,304 DODY LANE,QUECHEE,VT,05059,-72.41681481,43.6494847,Elementary
455591.396813851781189,140914.210719626396894,191,PS219,Otter Valley UHS #8,2997 FRANKLIN STREET,BRANDON,VT,05733,-73.05154714,43.76712227,Secondary
530955.471636040136218,167590.933048469945788,192,PS220,Oxbow UHS #30,36 OXBOW DRIVE,BRADFORD,VT,05033,-72.11398644,44.00790235,Secondary
526599.354127983562648,202918.936153372749686,193,PS223,Peacham Elementary School,340 BAILEY HAZEN ROAD,PEACHAM,VT,05862,-72.16651956,44.3260184,Elementary
492856.249456557445228,229164.912497816607356,194,PS224,Peoples Academy,202 COPLEY AVENUE,MORRISVILLE,VT,05661,-72.58992469,44.56267114,Secondary
492856.249456557445228,229183.433457832783461,195,PS394,Peoples Academy Middle School,202 COPLEY AVENUE,MORRISVILLE,VT,05661,-72.58992494,44.56283782,Middle
497669.331061040051281,128147.295123735442758,196,PS226,Pomfret School,1071 POMFRET RD,SO POMFRET,VT,05067,-72.52889191,43.6535384,Elementary
439966.912959300912917,227054.94948785007,197,PS227,Porters Point School,490 PORTERS POINT RD,COLCHESTER,VT,05446,-73.25541148,44.54122005,Elementary
440365.619391672313213,114083.501446638256311,198,PS229,Poultney Elementary School,96 SCHOOL CIRCLE,POULTNEY,VT,05764,-73.23767405,43.52457588,Elementary
440992.190656255930662,113197.474181812256575,199,PS230,Poultney High School,154 EAST MAIN STREET,POULTNEY,VT,05764,-73.22982788,43.51665115,Secondary
441271.515840515494347,33634.233147714287043,200,PS231,Pownal Elementary School,94 SCHOOLHOUSE ROAD,POWNAL,VT,05261,-73.21793917,42.80053689,Elementary
456541.695822737179697,129216.731028731912374,201,PS232,Proctor Elementary School,14 SCHOOL STREET,PROCTOR,VT,05765,-73.038801,43.661898,Elementary
457316.09428745880723,128449.549332017078996,202,PS233,Proctor Jr/Sr High School,4 PARK STREET,PROCTOR,VT,05765,-73.02913968,43.65503792,Secondary
497697.289589066058397,54012.080846691504121,203,PS234,Putney Central School,182 WESTMINSTER ROAD,PUTNEY,VT,05346,-72.52823462,42.98622491,Elementary
487116.597995212301612,159306.968368755653501,204,PS359,Randolph Elementary School,40 AYERS BROOK ROAD,RANDOLPH,VT,05060,-72.66045617,43.93388378,Elementary
487160.242155252955854,158969.917360441759229,205,PS237,Randolph UHS #2,15 FOREST STREET,RANDOLPH,VT,05060,-72.65990448,43.93085098,Secondary
497053.829876466654241,105884.391551002860069,206,PS239,Reading Elementary School,632 VT RTE 106,READING,VT,05062,-72.5364011,43.45314929,Elementary
463953.629141639918089,30295.6681526042521,207,PS240,Readsboro Elementary School,301 PHELPS LANE,READSBORO,VT,05350,-72.94045412,42.77188624,Elementary
485926.669290103949606,275948.98716538771987,208,PS241,Richford Elementary School,1 ELEMENTARY SCHOOL ROAD,RICHFORD,VT,05476,-72.67844489,44.98357733,Elementary
486614.378218744881451,277212.53494256362319,209,PS242,Richford Jr/Sr High School,1 CORLISS HEIGHTS,RICHFORD,VT,05476,-72.66975858,44.99496082,Secondary
460696.56251460686326,212577.741794368252158,210,PS243,Richmond Elementary School,125 SCHOOL STREET,RICHMOND,VT,05477,-72.993478,44.412365,Elementary
446143.637317053042352,218753.772520119324327,211,PS271,Rick Marcotte Central School,10 MARKET STREET,SO BURLINGTON,VT,05403-5779,-73.176829,44.467007,Elementary
456817.896782994270325,165140.820790188387036,212,PS244,Ripton Elementary School,753 RIPTON LINCOLN ROAD,RIPTON,VT,05766,-73.0382741,43.98523496,Elementary
500281.382263473235071,89313.837935568764806,214,PS245,Riverside Middle School,13 FAIRGROUND ROAD,SPRINGFIELD,VT,05156,-72.49653192,43.30399996,Middle
455456.167117726057768,191637.414222866296768,215,PS246,Robinson School,41 PARSONAGE ROAD,STARKSBORO,VT,05487,-73.05748414,44.22361353,Elementary
475130.8296640496701,152472.664362391456962,216,PS247,Rochester School,222 SOUTH MAIN STREET,ROCHESTER,VT,05767-9679,-72.8094124,43.87206622,K-12
481345.37354183755815,176921.393345160409808,217,PS250,Roxbury Village School,1559 ROXBURY ROAD,ROXBURY,VT,05669,-72.73295307,44.09229245,Elementary
491808.190959581173956,205642.860763909295201,218,PS181,Rumney Memorial School,433 SHADY RILL ROAD,MIDDLESEX,VT,05602,-72.60274563,44.35097346,Elementary
463313.66651704441756,124277.494928132742643,219,PS253,Rutland High School,22 STRATTON ROAD,RUTLAND,VT,05701,-72.95450894,43.61780723,Secondary
461261.700947132892907,123766.584591656923294,220,PS382,Rutland Intermediate School,63-65 LIBRARY AVENUE,RUTLAND,VT,05701,-72.97989342,43.61310487,Elementary
461177.651539054699242,123745.718543637543917,221,PS365,Rutland Middle School,63-65 LIBRARY AVE,RUTLAND,VT,05701,-72.9809331,43.61291269,Middle
462603.335252382792532,126607.959186302497983,222,PS258,Rutland Town Elem School,1612 POST ROAD,RUTLAND TOWN,VT,05701,-72.96347013,43.6387473,Elementary
450364.155848983675241,157910.53009545430541,223,PS259,Salisbury Community School,286 KELLEY CROSS ROAD,SALISBURY,VT,05769,-73.11804228,43.91975665,Elementary
528443.909649700857699,156487.314094129949808,224,PS106,Samuel Morey Elementary School,214 SCHOOL ST,FAIRLEE,VT,05045,-72.14589888,43.90806992,Elementary
499246.844150509685278,71144.803038647398353,225,PS260,Saxtons River Elem School,SCHOOL STREET,SAXTONS RIVER,VT,05154,-72.50925798,43.14045181,Elementary
442208.411841387860477,49663.864266643300653,226,PS262,Shaftsbury Elem School,150 BUCK HILL ROAD,SHAFTSBURY,VT,05262,-73.20813449,42.94489602,Elementary
503538.493050506338477,142750.171937335282564,227,PS263,Sharon Elementary School,75 ROUTE 132,SHARON,VT,05065,-72.45603943,43.78496933,Elementary
441432.87545666564256,209193.689439216628671,228,PS264,Shelburne Community School,345 HARBOR ROAD,SHELBURNE,VT,05482,-73.2349472,44.38061142,Elementary
462921.104468678124249,266827.446036892011762,229,PS266,Sheldon Elementary School,78 POOR FARM ROAD,SHELDON,VT,05483,-72.96947117,44.90066943,Elementary
434409.887290125712752,154949.627564698457718,230,PS268,Shoreham Elementary School,130 SCHOOL ROAD,SHOREHAM,VT,05770,-73.3163156,43.89186309,Elementary
473279.937118325382471,113977.315078539773822,231,PS269,Shrewsbury Mountain School,300 MOUNTAIN SCHOOL ROAD,CUTTINGSVILLE,VT,05738,-72.83053128,43.52552203,Elementary
469967.569243241101503,208263.529950350522995,232,PS270,Smilie Memorial School,2712 THEODORE ROOSEVELT HWY,BOLTON,VT,05676,-72.87682867,44.37398321,Elementary
446050.971460967324674,217403.22915886156261,233,PS272,So Burlington High School,550 DORSET STREET,SO BURLINGTON,VT,05403-6296,-73.17785284,44.45484673,Secondary
498597.220341904088855,146530.799012856557965,234,PS274,So Royalton Elem/High School,223 SOUTH WINDSOR ST,SOUTH ROYALTON,VT,05068,-72.51743737,43.81900415,K-12
500480.303607658483088,187683.593675183132291,235,PS276,Spaulding UHS #41,155 AYERS STREET,BARRE,VT,05641,-72.49399228,44.18938966,Secondary
501777.63634486682713,86776.892781207337976,236,PS278,Springfield High School,303 SOUTH STREET,SPRINGFIELD,VT,05156,-72.47809856,43.28116199,Secondary
453216.690763640217483,257964.946444638073444,237,PS288,St Albans City School,29 BELLOWS STREET,ST ALBANS,VT,05478,-73.09151973,44.82035005,Elementary
453622.022988017648458,255891.320330707356334,238,PS289,St Albans Town Educ Center,169 SOUTH MAIN STREET,ST ALBANS,VT,05478-1898,-73.086206,44.801717,Elementary
538277.858458859845996,213036.877538794651628,239,PA004,St Johnsbury Academy,1000 MAIN STREET,ST JOHNSBURY,VT,05819,-72.01936445,44.41655179,Charter
537832.771994445472956,213036.636642795056105,240,PS400,St Johnsbury Schools,257 WESTERN AVENUE SUITE 2,ST JOHNSBURY,VT,05819,-72.024953,44.416573,Elementary
453550.817483951337636,28462.516662897542119,241,PS284,Stamford Elementary School,986 MAIN ROAD,STAMFORD,VT,05352,-73.06741108,42.75482527,Elementary
482447.064038863405585,140463.007647205144167,242,PS285,Stockbridge Central School,2933 VT ROUTE 107,STOCKBRIDGE,VT,05772,-72.71799387,43.76418408,Elementary
485346.959209564141929,218115.296231525018811,243,PS286,Stowe Elementary School,254 PARK STREET,STOWE,VT,05672,-72.684137,44.463118,Elementary
481981.37738242931664,218368.758247761055827,244,PS287,Stowe Middle/ High School,413 BARROWS RD,STOWE,VT,05672-1314,-72.726439,44.465323,Secondary
444826.164931826293468,147123.84810140915215,245,PS290,Sudbury Country School,31 SCHOOLHOUSE ROAD,BRANDON,VT,05733,-73.18587986,43.82228507,Elementary
451190.807113753631711,221638.92132280766964,246,PS292,Summit Street School,17 SUMMIT STREET,ESSEX JUNCTION,VT,05452,-73.11367562,44.49332856,Elementary
448907.644231627695262,65146.405081061646342,247,PS293,Sunderland Elem School,98 BEAR RIDGE RD,ARLINGTON,VT,05250,-73.12746956,43.08473654,Elementary
442983.148354109376669,220688.820329921320081,248,PS159,Sustain Academy,123 NORTH STREET,BURLINGTON,VT,05401,-73.21675794,44.48417779,Elementary
537419.770138060674071,237151.960057254880667,249,PS294,Sutton Village School,95 UNDERPASS ROAD,SUTTON,VT,05867-9739,-72.02839097,44.63361053,Elementary
451596.382026131264865,268543.328790489584208,250,PS295,Swanton Central Building School,24 FOURTH STREET,SWANTON,VT,05488,-73.113015,44.91543,Elementary
479813.40298041049391,204352.634842706844211,251,PS390,Thatcher Brook Primary US #45,47 STOWE STREET,WATERBURY,VT,05676,-72.75313906,44.33912756,Elementary
521674.946955396793783,146066.499492423608899,252,PA005,Thetford Academy,37 ACADEMY RD,THETFORD,VT,05074,-72.230588,43.814509,Charter
521592.776075320318341,146626.466340946033597,253,PS298,Thetford Elementary School,2689 RT 113,THETFORD,VT,05074,-72.23158677,43.81955134,Elementary
451203.280201765708625,221801.903082959353924,254,PS299,Thomas Fleming School,9 PROSPECT STREET,ESSEX JUNCTION,VT,05452,-73.11353418,44.49479607,Elementary
455395.615565669722855,105625.1073267608881,255,PS300,Tinmouth Elementary School,573 ROUTE 140,TINMOUTH,VT,05773,-73.05107117,43.44949341,Elementary
486182.433642341755331,60739.291860956698656,256,PS301,Townshend Village School,66 COMMON RD RT 30,TOWNSHEND,VT,05353,-72.66958993,43.04665964,Elementary
507456.125438154675066,277296.552606642246246,257,PS302,Troy Elementary School,126 MAIN ST,NORTH TROY,VT,05859,-72.40543885,44.99580388,Elementary
502023.318905095569789,157415.022254994139075,258,PS303,Tunbridge Central School,523 ROUTE 110,TUNBRIDGE,VT,05077,-72.47480774,43.91696549,Elementary
469836.420059118419886,40737.235650328919291,259,PS346,Twin Valley High School,1 SCHOOL STREET,WILMINGTON,VT,05363,-72.86913201,42.86613417,Secondary
472170.391389292664826,32044.891578232869506,260,PS403,Twin Valley Middle School,4299 VT RT 100,WHITINGHAM,VT,05361,-72.84014086,42.78797487,Middle
508371.746175007894635,199754.508758425712585,261,PS304,Twinfield US #33,106 NASMITH BROOK ROAD,PLAINFIELD,VT,05667,-72.395092,44.297978,K-12
497869.775605226866901,193811.882064890116453,262,PS305,U32 UHS #32,930 GALLISON HILL ROAD,MONTPELIER,VT,05602,-72.52667008,44.2445406,Secondary
468715.196762074716389,223423.76305246911943,263,PS306,Underhill Central Elementary School,6 IRISH SETTLEMENT ROAD,UNDERHILL CTR,VT,05490-9998,-72.89345695,44.51036206,Elementary
464570.453846214339137,224290.314477276057005,264,PS307,Underhill ID Elementary School,10 RIVER ROAD,JERICHO,VT,05465,-72.94564174,44.51796882,Elementary
494325.176561925560236,195504.313554467633367,265,PS308,Union Elementary School,1 PARK AVENUE,MONTPELIER,VT,05602,-72.57106624,44.25975321,Elementary
447541.847238355316222,227848.9424485899508,266,PS309,Union Memorial School,253 MAIN ST,COLCHESTER,VT,05446-0160,-73.16018168,44.54895565,Elementary
500971.051256115548313,88358.537454679608345,267,PS280,Union Street School,43 UNION STREET,SPRINGFIELD,VT,05156,-72.48803334,43.29540041,Elementary
440182.369087501429021,185471.912649122998118,268,PS311,Vergennes UES #44,43 EAST STREET,VERGENNES,VT,05491,-73.24792566,44.16703649,Elementary
440567.882687860168517,185818.543945446610451,269,PS312,Vergennes UHS #5,50 MONKTON ROAD,VERGENNES,VT,05491,-73.24314499,44.17018735,Secondary
498480.451957795768976,30687.949752969667315,270,PS313,Vernon Elementary School,381 GOVERNOR HUNT ROAD,VERNON,VT,05354,-72.51856883,42.77626311,Elementary
519113.206153010949492,175520.099647855386138,271,PS310,Waits River Valley US #36,6 WAITS RIVER VALLEY ROAD,EAST CORINTH,VT,05040,-72.26137109,44.07966897,Elementary
474471.821023436263204,188291.930059749633074,272,PS315,Waitsfield Elem School,3951 MAIN STREET,WAITSFIELD,VT,05673,-72.81933783,44.19441847,Elementary
522350.805772027000785,217003.66666248999536,273,PS316,Walden School,135 CAHOON FARM ROAD,WEST DANVILLE,VT,05873,-72.21917818,44.45291709,Elementary
461553.489107404835522,107926.269696904346347,274,PS317,Wallingford Village School,126 SCHOOL STREET,WALLINGFORD,VT,05773,-72.9751578,43.47054696,Elementary
476586.463713405653834,60956.356053158640862,275,PS319,Wardsboro Central School,70 SCHOOL ROAD,WARDSBORO,VT,05355,-72.78737405,43.04837845,Elementary
471771.712220921181142,179643.131587695330381,276,PS320,Warren Elementary School,273 SCHOOL ROAD,WARREN,VT,05674,-72.85264964,44.1164815,Elementary
505477.715324312448502,178633.440706754103303,277,PS322,Washington Village School,72 SCHOOL LANE,WASHINGTON,VT,05675,-72.431578,44.107918,Elementary
545588.803873668424785,211553.08336141332984,278,PS324,Waterford Elementary School,276 DUCK POND ROAD,ST JOHNSBURY,VT,05819-0276,-71.92769906,44.40277576,Elementary
480325.231844887137413,247435.565698832273483,279,PS325,Waterville Elementary School,3414 VT ROUTE 109,WATERVILLE,VT,05492-9708,-72.74836321,44.72685793,Elementary
507277.674109988845885,101245.745146682485938,280,PS407,Weathersfield School,135 SCHOOLHOUSE ROAD,ASCUTNEY,VT,05030,-72.41014329,43.41136674,Elementary
455495.966797763481736,121858.308749878779054,281,PS331,West Rutland School,713 MAIN STREET,WEST RUTLAND,VT,05777,-73.05115996,43.59560742,K-12
458801.947216842323542,233768.029814103618264,282,PS333,Westford Elementary School,146 BROOKSIDE ROAD,WESTFORD,VT,05494,-73.01895433,44.60295239,Elementary
564988.841779736801982,218594.730983972549438,283,PS168,Lunenburg/Gilman Schools,49 BOBBIN MILL RD,LUNENBURG,VT,05906,-71.68329869,44.46466117,Elementary
506660.599037414416671,215533.900005120784044,284,PS353,Woodbury Elementary School,63 VALLEY LAKE ROAD,WOODBURY,VT,05681,-72.41633278,44.44000447,Elementary
503748.903546702116728,226446.328815283253789,285,PS352,Wolcott Elementary School,320 SCHOOL HILL DRIVE,WOLCOTT,VT,05680,-72.45282899,44.53823129,Elementary
454332.580300679430366,215724.379493298009038,286,PS398,Williston Central,195 CENTRAL SCHOOL DRIVE,WILLISTON,VT,05495,-73.07365476,44.44030877,Elementary
496342.070899804122746,180382.66656438447535,287,PS343,Williamstown Elem School,100 BRUSH HILL ROAD,WILLIAMSTOWN,VT,05679,-72.54570324,44.12367246,Elementary
496269.045747736468911,180669.210948651656508,288,PS344,Williamstown Middle/High School,111B BRUSH HILL ROAD,WILLIAMSTOWN,VT,05679,-72.54661766,44.126251,Secondary
488434.37527643982321,148150.910374365746975,289,PS338,Whitcomb Jr/Sr High School,273 PLEASANT STREET,BETHEL,VT,05032,-72.64380225,43.83349683,Secondary
442911.082178042270243,171530.237628139555454,290,PS336,Weybridge Elementary School,210 QUAKER VILLAGE ROAD,WEYBRIDGE,VT,05753,-73.21230184,44.04178852,Elementary
443607.602370691485703,151122.494249133393168,291,PS340,Whiting Village School,87 SOUTH MAIN STREET,WHITING,VT,05778,-73.20144851,43.8581802,Elementary
519158.806793053634465,156396.99806204624474,292,PS399,Westshire School,PO BOX 610,WEST FAIRLEE,VT,05083,-72.26149209,43.90755677,Elementary
498410.896373731084168,124647.411728477105498,293,PS356,Woodstock Sr/Middle UHS #4,496-1 WOODSTOCK RD,WOODSTOCK,VT,05091,-72.51968888,43.6220386,Secondary
496330.457843793556094,123650.089359547942877,294,PS355,Woodstock Elementary School,15 SOUTH STREET,WOODSTOCK,VT,05091,-72.5454586,43.61305452,Elementary
508545.725823169574142,108963.436929870396852,295,PS349,Windsor State Street School,127 STATE STREET,WINDSOR,VT,05089,-72.394366,43.480821,Elementary
508702.699903315864503,108502.690689440816641,296,PS348,Windsor High School,19 ASCUTNEY STREET,WINDSOR,VT,05089,-72.392433,43.476672,Secondary
442773.669185915030539,102216.33881158567965,297,PS328,Wells Village School,135 VT RTE 140,WELLS,VT,05774,-73.20664332,43.41795522,Elementary
496689.388148127123713,63244.768087290227413,298,PS334A,Westminster West,3724 WESTMINSTER W. ROAD,PUTNEY,VT,05346,-72.54064778,43.06933166,Elementary
502947.691641955636442,63343.766615383327007,299,PS334B,Westminster Center,301 SCHOOL STREET,WESTMINSTER,VT,05158,-72.46380764,43.07022431,Elementary
481675.518822144716978,73989.638113297522068,300,PS347,Windham Elementary School,5940 WINDHAM HILL ROAD,WINDHAM,VT,05359,-72.72534227,43.16583826,Elementary
447970.925638754852116,43969.940037339925766,301,PS354,Woodford Hollow School,995 VT RTE 9,WOODFORD,VT,05201,-73.1370013,42.89405786,Elementary
529048.548242264427245,155561.939757267013192,302,PI004,Rivendell Academy,2972 RTE 25A,ORFORD,NH,03777,-72.138408,43.899755,Secondary
